id_cliente;nome_cliente;idade;data_atendimento;serviço;produto_vendido;valor_serviço;valor_produto
C045;Luiz Gustavo Oliveira;60;2024-10-10;Barba Modelada;Shampoo de barba;55;49
C010;Benjamin Fernandes;77;2024-10-10;Corte de Cabelo;Shampoo de barba;70;49
C004;Sr. Davi Luiz Gomes;33;2024-10-10;Barba Modelada;;55;0
C181;Dr. Enzo Gabriel Pinto;27;2024-10-10;Depilação de orelha;;35;0
C206;Sr. Bryan Rezende;11;2024-10-10;Combo 1;;110;0
C209;Lorenzo Martins;37;2024-10-10;Barba Modelada;;55;0
C156;João Felipe das Neves;64;2024-10-10;Corte a Maquina;;55;0
C204;João Vitor Martins;6;2024-10-10;Corte de Cabelo;;70;0
C189;Enzo Gomes;33;2024-10-10;Acabamento;Balm;28;49
C250;Pedro Lucas Martins;71;2024-10-10;Combo 2;;100;0
C146;Sr. Davi Luiz Cardoso;79;2024-10-10;Corte de Cabelo;;70;0
C145;Pedro Henrique Vieira;66;2024-10-10;Depilação de nariz;Pomada de cabelo;35;89
C122;Nathan Moura;50;2024-10-10;Sobrancelha;;35;0
C153;Yuri Cardoso;2;2024-10-11;Combo 1;;110;0
C181;Dr. Enzo Gabriel Pinto;27;2024-10-11;Combo 1;;110;0
C012;Yago Pereira;6;2024-10-11;Combo 1;;110;0
C164;Nathan Cardoso;74;2024-10-11;Limpeza de pele;;45;0
C037;André da Paz;13;2024-10-11;Corte a Maquina;;55;0
C241;Bruno Souza;25;2024-10-11;Corte de Cabelo;;70;0
C146;Sr. Davi Luiz Cardoso;79;2024-10-11;Corte a Maquina;;55;0
C043;Dr. Kaique Campos;35;2024-10-12;Corte de Cabelo;;70;0
C098;Dr. Nathan Viana;35;2024-10-12;Corte de Cabelo;Shampoo de barba;70;49
C042;João Vitor Cardoso;79;2024-10-12;Corte a Maquina;;55;0
C142;Enzo da Mota;66;2024-10-12;Combo 1;Balm;110;49
C082;Yuri Teixeira;43;2024-10-12;Combo 1;;110;0
C099;Lucas Gabriel Almeida;19;2024-10-12;Combo 1;;110;0
C173;Lucca da Paz;72;2024-10-12;Corte de Cabelo;;70;0
C140;Cauã Freitas;66;2024-10-12;Corte de Cabelo;;70;0
C037;André da Paz;13;2024-10-12;Corte de Cabelo;;70;0
C142;Enzo da Mota;66;2024-10-12;Combo 1;;110;0
C197;Dr. Lucca Porto;77;2024-10-12;Hidratação;;70;0
C060;Marcos Vinicius Lopes;31;2024-10-12;Combo 1;Balm;110;49
C210;João Miguel da Paz;64;2024-10-12;Barba Modelada;Balm;55;49
C150;Pedro Henrique Pereira;22;2024-10-12;Combo 1;Balm;110;49
C008;Dr. Calebe Caldeira;71;2024-10-12;Corte de Cabelo;;70;0
C051;Lorenzo Fernandes;39;2024-10-13;Combo 2;Balm;100;49
C161;Luiz Miguel Sales;32;2024-10-13;Acabamento;;28;0
C012;Yago Pereira;6;2024-10-13;Corte de Cabelo;;70;0
C215;Dr. Luiz Gustavo da Luz;75;2024-10-13;Corte de Cabelo;;70;0
C158;Vicente Cardoso;16;2024-10-13;Corte de Cabelo;;70;0
C220;Lorenzo Alves;26;2024-10-13;Barba Modelada;;55;0
C248;Bernardo Rocha;14;2024-10-13;Corte de Cabelo;;70;0
C206;Sr. Bryan Rezende;11;2024-10-13;Corte de Cabelo;;70;0
C213;Sr. Luiz Henrique da Conceição;18;2024-10-13;Combo 1;Shampoo de barba;110;49
C166;Sr. João Vitor Vieira;12;2024-10-14;Corte de Cabelo;;70;0
C243;Diogo Ribeiro;61;2024-10-14;Combo 1;Pomada de cabelo;110;89
C023;Luiz Gustavo Moreira;55;2024-10-14;Combo 1;;110;0
C020;Sr. Calebe Peixoto;73;2024-10-14;Combo 1;;110;0
C226;Pedro Henrique Jesus;54;2024-10-14;Corte a Maquina;;55;0
C074;Lucas Gabriel Azevedo;70;2024-10-14;Hidratação;Shampoo de barba;70;49
C106;Sr. Yago Jesus;76;2024-10-14;Combo 1;Pomada de cabelo;110;89
C202;Breno Vieira;31;2024-10-14;Depilação de nariz;;35;0
C172;Dr. Luiz Henrique Azevedo;62;2024-10-14;Barba Modelada;Pomada de cabelo;55;89
C097;Nicolas Gomes;20;2024-10-14;Barba Modelada;;55;0
C224;Noah Nascimento;47;2024-10-14;Barba Modelada;;55;0
C086;Sr. Davi Lucas Vieira;42;2024-10-14;Corte de Cabelo;Shampoo de barba;70;49
C042;João Vitor Cardoso;79;2024-10-14;Combo 1;;110;0
C147;Miguel Alves;27;2024-10-14;Corte de Cabelo;;70;0
C069;Pedro Henrique Pires;28;2024-10-15;Corte a Maquina;;55;0
C165;Vitor Novaes;12;2024-10-15;Combo 1;;110;0
C155;Dr. Davi Lucca Aragão;43;2024-10-15;Corte de Cabelo;;70;0
C101;Rodrigo Ferreira;73;2024-10-15;Combo 1;Balm;110;49
C147;Miguel Alves;27;2024-10-15;Combo 2;;100;0
C103;João Vitor Martins;35;2024-10-15;Hidratação;;70;0
C094;Felipe Barros;65;2024-10-15;Barba Modelada;;55;0
C077;Igor Pereira;61;2024-10-15;Combo 2;;100;0
C093;Calebe Dias;29;2024-10-15;Combo 1;;110;0
C050;Pedro Henrique Fogaça;72;2024-10-15;Depilação de orelha;Pomada de cabelo;35;89
C086;Sr. Davi Lucas Vieira;42;2024-10-15;Barba Modelada;;55;0
C226;Pedro Henrique Jesus;54;2024-10-15;Acabamento;;28;0
C098;Dr. Nathan Viana;35;2024-10-15;Corte a Maquina;Shampoo de barba;55;49
C107;Dr. Gabriel Souza;53;2024-10-15;Barba Modelada;;55;0
C051;Lorenzo Fernandes;39;2024-10-15;Sobrancelha;;35;0
C236;Eduardo Ramos;26;2024-10-15;Combo 2;;100;0
C135;Lucas Costa;57;2024-10-16;Barba Modelada;Shampoo de barba;55;49
C127;Luiz Otávio da Rocha;72;2024-10-16;Combo 1;;110;0
C056;Marcos Vinicius Lima;7;2024-10-16;Corte de Cabelo;;70;0
C239;Danilo Pinto;19;2024-10-16;Combo 1;;110;0
C004;Sr. Davi Luiz Gomes;33;2024-10-16;Barba Modelada;;55;0
C224;Noah Nascimento;47;2024-10-16;Hidratação;Balm;70;49
C114;João Gabriel da Mota;8;2024-10-16;Combo 1;;110;0
C125;Dr. Daniel Cardoso;69;2024-10-17;Combo 1;;110;0
C202;Breno Vieira;31;2024-10-17;Acabamento;Balm;28;49
C123;Diogo Mendes;78;2024-10-17;Limpeza de pele;Shampoo de barba;45;49
C025;Dr. Leonardo Barros;59;2024-10-17;Acabamento;;28;0
C090;Yuri Fernandes;29;2024-10-17;Hidratação;;70;0
C226;Pedro Henrique Jesus;54;2024-10-17;Combo 1;;110;0
C098;Dr. Nathan Viana;35;2024-10-17;Hidratação;;70;0
C031;Emanuel Farias;45;2024-10-17;Depilação de orelha;;35;0
C152;Heitor Vieira;69;2024-10-17;Depilação de nariz;;35;0
C245;Sr. Joaquim Martins;11;2024-10-17;Corte de Cabelo;Shampoo de barba;70;49
C033;Marcelo Ribeiro;21;2024-10-17;Limpeza de pele;;45;0
C074;Lucas Gabriel Azevedo;70;2024-10-18;Barba Modelada;;55;0
C249;Bryan da Mata;8;2024-10-18;Combo 1;;110;0
C131;Enzo Gabriel Porto;36;2024-10-18;Corte a Maquina;;55;0
C064;Felipe Lopes;60;2024-10-18;Combo 1;Shampoo de barba;110;49
C119;Erick Caldeira;78;2024-10-18;Corte a Maquina;;55;0
C196;Gabriel Peixoto;31;2024-10-18;Barba Modelada;;55;0
C036;Dr. Davi Lucas Azevedo;15;2024-10-18;Combo 1;;110;0
C071;Rafael Mendes;11;2024-10-18;Combo 1;;110;0
C016;Levi Pereira;31;2024-10-18;Corte de Cabelo;Shampoo de barba;70;49
C119;Erick Caldeira;78;2024-10-18;Corte a Maquina;Balm;55;49
C073;Sr. Diogo da Luz;23;2024-10-18;Limpeza de pele;;45;0
C077;Igor Pereira;61;2024-10-18;Combo 2;;100;0
C110;Diego Moraes;19;2024-10-18;Corte de Cabelo;Shampoo de barba;70;49
C149;Enzo Gabriel Rocha;49;2024-10-18;Combo 1;Shampoo de barba;110;49
C049;Emanuel Oliveira;12;2024-10-18;Corte de Cabelo;;70;0
C013;Ryan Porto;5;2024-10-18;Combo 1;;110;0
C224;Noah Nascimento;47;2024-10-19;Combo 1;;110;0
C208;João Pedro Teixeira;32;2024-10-19;Combo 2;Pomada de cabelo;100;89
C216;Thales Almeida;62;2024-10-19;Corte de Cabelo;;70;0
C217;Thales Ferreira;33;2024-10-19;Combo 1;;110;0
C135;Lucas Costa;57;2024-10-19;Combo 1;;110;0
C099;Lucas Gabriel Almeida;19;2024-10-19;Combo 1;;110;0
C075;Thiago da Rosa;33;2024-10-19;Combo 2;;100;0
C026;João Felipe Cavalcanti;77;2024-10-19;Combo 1;;110;0
C233;Sr. Thomas Silva;15;2024-10-19;Corte de Cabelo;;70;0
C154;João Guilherme Ribeiro;78;2024-10-19;Corte de Cabelo;;70;0
C051;Lorenzo Fernandes;39;2024-10-19;Combo 2;;100;0
C005;Dr. Enrico Ribeiro;30;2024-10-20;Corte de Cabelo;Balm;70;49
C193;Diego Campos;4;2024-10-20;Corte a Maquina;;55;0
C141;Noah Freitas;24;2024-10-20;Sobrancelha;;35;0
C083;Samuel Azevedo;9;2024-10-20;Corte de Cabelo;;70;0
C213;Sr. Luiz Henrique da Conceição;18;2024-10-20;Limpeza de pele;;45;0
C244;Sr. Benjamin Moura;33;2024-10-20;Combo 1;;110;0
C130;Dr. Luigi Ferreira;70;2024-10-20;Corte de Cabelo;;70;0
C086;Sr. Davi Lucas Vieira;42;2024-10-20;Corte a Maquina;;55;0
C027;Dr. Kaique Farias;37;2024-10-20;Hidratação;;70;0
C072;João Lucas Cunha;79;2024-10-20;Depilação de nariz;Pomada de cabelo;35;89
C238;Dr. Heitor da Costa;59;2024-10-20;Combo 2;;100;0
C176;Lucas Gabriel Costela;69;2024-10-21;Limpeza de pele;;45;0
C024;Breno das Neves;30;2024-10-21;Corte de Cabelo;Shampoo de barba;70;49
C055;Sr. Joaquim Cavalcanti;10;2024-10-21;Corte de Cabelo;;70;0
C052;Pedro Miguel Sales;48;2024-10-21;Sobrancelha;;35;0
C107;Dr. Gabriel Souza;53;2024-10-21;Corte de Cabelo;;70;0
C232;Levi da Mota;45;2024-10-21;Combo 1;;110;0
C248;Bernardo Rocha;14;2024-10-21;Combo 1;;110;0
C006;Dr. Davi Peixoto;19;2024-10-21;Corte de Cabelo;;70;0
C105;João Vitor Cunha;56;2024-10-21;Corte de Cabelo;;70;0
C100;Marcos Vinicius Novaes;33;2024-10-21;Combo 1;;110;0
C058;Dr. Danilo Aragão;39;2024-10-21;Corte a Maquina;;55;0
C073;Sr. Diogo da Luz;23;2024-10-21;Corte de Cabelo;;70;0
C123;Diogo Mendes;78;2024-10-22;Combo 1;;110;0
C216;Thales Almeida;62;2024-10-22;Barba Modelada;;55;0
C185;Dr. Marcelo Silva;58;2024-10-22;Barba Modelada;Balm;55;49
C077;Igor Pereira;61;2024-10-22;Combo 1;;110;0
C187;Ian Moraes;59;2024-10-22;Corte de Cabelo;;70;0
C098;Dr. Nathan Viana;35;2024-10-22;Depilação de nariz;;35;0
C046;Calebe das Neves;70;2024-10-22;Corte de Cabelo;;70;0
C147;Miguel Alves;27;2024-10-22;Combo 1;Balm;110;49
C004;Sr. Davi Luiz Gomes;33;2024-10-22;Combo 1;Shampoo de barba;110;49
C170;Dr. Noah Farias;18;2024-10-23;Depilação de nariz;Pomada de cabelo;35;89
C130;Dr. Luigi Ferreira;70;2024-10-23;Acabamento;;28;0
C059;Sr. Caio Teixeira;12;2024-10-23;Corte de Cabelo;Pomada de cabelo;70;89
C186;Rodrigo Castro;68;2024-10-23;Corte de Cabelo;Shampoo de barba;70;49
C135;Lucas Costa;57;2024-10-24;Corte a Maquina;;55;0
C220;Lorenzo Alves;26;2024-10-24;Corte de Cabelo;Balm;70;49
C156;João Felipe das Neves;64;2024-10-24;Combo 2;;100;0
C220;Lorenzo Alves;26;2024-10-24;Corte de Cabelo;;70;0
C099;Lucas Gabriel Almeida;19;2024-10-24;Combo 2;;100;0
C167;Marcos Vinicius Ferreira;64;2024-10-24;Combo 1;Balm;110;49
C117;Henrique Barros;22;2024-10-24;Sobrancelha;;35;0
C008;Dr. Calebe Caldeira;71;2024-10-24;Corte a Maquina;Shampoo de barba;55;49
C048;Otávio Araújo;50;2024-10-24;Combo 2;;100;0
C174;Leonardo Novaes;23;2024-10-24;Corte de Cabelo;;70;0
C022;Danilo Fernandes;71;2024-10-24;Corte a Maquina;Shampoo de barba;55;49
C057;Sr. Juan Cavalcanti;31;2024-10-24;Corte de Cabelo;Pomada de cabelo;70;89
C141;Noah Freitas;24;2024-10-24;Combo 2;;100;0
C032;Gabriel Teixeira;37;2024-10-24;Barba Modelada;;55;0
C178;Benício da Mata;56;2024-10-24;Combo 1;;110;0
C084;Nicolas Oliveira;31;2024-10-24;Combo 2;Balm;100;49
C154;João Guilherme Ribeiro;78;2024-10-24;Combo 2;Shampoo de barba;100;49
C224;Noah Nascimento;47;2024-10-25;Corte de Cabelo;;70;0
C154;João Guilherme Ribeiro;78;2024-10-25;Combo 2;;100;0
C080;Anthony Souza;73;2024-10-25;Corte de Cabelo;Shampoo de barba;70;49
C208;João Pedro Teixeira;32;2024-10-25;Limpeza de pele;Shampoo de barba;45;49
C055;Sr. Joaquim Cavalcanti;10;2024-10-25;Corte de Cabelo;;70;0
C070;Davi Luiz Fogaça;36;2024-10-25;Corte de Cabelo;Pomada de cabelo;70;89
C035;Cauê Pereira;45;2024-10-25;Depilação de nariz;;35;0
C077;Igor Pereira;61;2024-10-25;Depilação de orelha;;35;0
C183;Sr. Enrico das Neves;53;2024-10-25;Combo 1;;110;0
C100;Marcos Vinicius Novaes;33;2024-10-25;Barba Modelada;Shampoo de barba;55;49
C137;Danilo Viana;60;2024-10-25;Depilação de nariz;;35;0
C185;Dr. Marcelo Silva;58;2024-10-26;Corte de Cabelo;Balm;70;49
C123;Diogo Mendes;78;2024-10-26;Combo 1;Pomada de cabelo;110;89
C049;Emanuel Oliveira;12;2024-10-26;Corte de Cabelo;Balm;70;49
C092;Marcos Vinicius Nogueira;42;2024-10-26;Combo 1;;110;0
C185;Dr. Marcelo Silva;58;2024-10-26;Combo 1;Pomada de cabelo;110;89
C250;Pedro Lucas Martins;71;2024-10-26;Limpeza de pele;Shampoo de barba;45;49
C022;Danilo Fernandes;71;2024-10-26;Acabamento;Pomada de cabelo;28;89
C137;Danilo Viana;60;2024-10-26;Corte a Maquina;Balm;55;49
C062;Lorenzo da Paz;50;2024-10-26;Corte de Cabelo;Pomada de cabelo;70;89
C081;Pedro Henrique da Cruz;30;2024-10-26;Limpeza de pele;;45;0
C041;Arthur Silveira;46;2024-10-26;Sobrancelha;Pomada de cabelo;35;89
C016;Levi Pereira;31;2024-10-26;Combo 2;;100;0
C016;Levi Pereira;31;2024-10-27;Corte a Maquina;;55;0
C102;Kevin Moraes;70;2024-10-27;Combo 2;Pomada de cabelo;100;89
C002;Raul da Rocha;5;2024-10-27;Combo 1;Shampoo de barba;110;49
C016;Levi Pereira;31;2024-10-27;Acabamento;;28;0
C023;Luiz Gustavo Moreira;55;2024-10-27;Hidratação;;70;0
C246;Sr. Cauê da Costa;58;2024-10-27;Corte a Maquina;Shampoo de barba;55;49
C160;Noah Porto;41;2024-10-27;Corte de Cabelo;;70;0
C050;Pedro Henrique Fogaça;72;2024-10-27;Barba Modelada;;55;0
C143;Miguel da Cunha;15;2024-10-27;Corte a Maquina;Balm;55;49
C058;Dr. Danilo Aragão;39;2024-10-27;Combo 1;Pomada de cabelo;110;89
C158;Vicente Cardoso;16;2024-10-27;Corte de Cabelo;;70;0
C214;Gustavo Barbosa;75;2024-10-27;Combo 2;;100;0
C102;Kevin Moraes;70;2024-10-27;Corte a Maquina;Shampoo de barba;55;49
C078;Luiz Fernando Costa;50;2024-10-27;Corte de Cabelo;;70;0
C033;Marcelo Ribeiro;21;2024-10-27;Barba Modelada;;55;0
C064;Felipe Lopes;60;2024-10-27;Combo 2;;100;0
C032;Gabriel Teixeira;37;2024-10-27;Combo 2;Pomada de cabelo;100;89
C102;Kevin Moraes;70;2024-10-28;Barba Modelada;;55;0
C156;João Felipe das Neves;64;2024-10-28;Limpeza de pele;;45;0
C135;Lucas Costa;57;2024-10-28;Combo 1;Shampoo de barba;110;49
C189;Enzo Gomes;33;2024-10-28;Depilação de nariz;;35;0
C018;Benício das Neves;79;2024-10-28;Corte de Cabelo;Shampoo de barba;70;49
C116;Lucca Moraes;21;2024-10-28;Limpeza de pele;Balm;45;49
C164;Nathan Cardoso;74;2024-10-28;Barba Modelada;Pomada de cabelo;55;89
C219;Lucca Nogueira;54;2024-10-28;Corte de Cabelo;;70;0
C015;Theo Cardoso;29;2024-10-28;Combo 1;;110;0
C109;Luiz Otávio Santos;30;2024-10-28;Combo 1;;110;0
C164;Nathan Cardoso;74;2024-10-28;Hidratação;Balm;70;49
C207;Pietro Caldeira;67;2024-10-29;Combo 1;Shampoo de barba;110;49
C231;Francisco Vieira;53;2024-10-29;Combo 1;;110;0
C064;Felipe Lopes;60;2024-10-29;Combo 2;Shampoo de barba;100;49
C213;Sr. Luiz Henrique da Conceição;18;2024-10-29;Barba Modelada;;55;0
C198;Dr. Luiz Miguel Vieira;30;2024-10-29;Corte de Cabelo;;70;0
C231;Francisco Vieira;53;2024-10-29;Corte de Cabelo;Pomada de cabelo;70;89
C247;Dr. Danilo Caldeira;72;2024-10-29;Sobrancelha;;35;0
C208;João Pedro Teixeira;32;2024-10-29;Combo 1;;110;0
C092;Marcos Vinicius Nogueira;42;2024-10-29;Barba Modelada;;55;0
C024;Breno das Neves;30;2024-10-29;Corte de Cabelo;;70;0
C131;Enzo Gabriel Porto;36;2024-10-29;Barba Modelada;;55;0
C111;Antônio Alves;67;2024-10-29;Combo 1;Balm;110;49
C049;Emanuel Oliveira;12;2024-10-29;Corte de Cabelo;;70;0
C114;João Gabriel da Mota;8;2024-10-29;Combo 1;;110;0
C171;Erick Ferreira;18;2024-10-29;Depilação de orelha;Shampoo de barba;35;49
C076;Marcelo Mendes;22;2024-10-29;Combo 1;Shampoo de barba;110;49
C183;Sr. Enrico das Neves;53;2024-10-30;Barba Modelada;Pomada de cabelo;55;89
C031;Emanuel Farias;45;2024-10-30;Corte de Cabelo;;70;0
C197;Dr. Lucca Porto;77;2024-10-30;Corte a Maquina;Balm;55;49
C028;Davi Lucas da Costa;2;2024-10-30;Corte a Maquina;;55;0
C239;Danilo Pinto;19;2024-10-30;Combo 1;Pomada de cabelo;110;89
C139;Luiz Felipe Pinto;35;2024-10-30;Corte a Maquina;;55;0
C154;João Guilherme Ribeiro;78;2024-10-30;Combo 1;;110;0
C156;João Felipe das Neves;64;2024-10-30;Combo 1;Shampoo de barba;110;49
C086;Sr. Davi Lucas Vieira;42;2024-10-30;Depilação de nariz;;35;0
C220;Lorenzo Alves;26;2024-10-30;Limpeza de pele;;45;0
C084;Nicolas Oliveira;31;2024-10-31;Limpeza de pele;;45;0
C150;Pedro Henrique Pereira;22;2024-10-31;Corte de Cabelo;;70;0
C008;Dr. Calebe Caldeira;71;2024-10-31;Corte de Cabelo;;70;0
C021;Breno Nogueira;27;2024-10-31;Corte a Maquina;;55;0
C034;João Moraes;29;2024-10-31;Combo 1;;110;0
C006;Dr. Davi Peixoto;19;2024-10-31;Combo 1;;110;0
C216;Thales Almeida;62;2024-10-31;Combo 1;;110;0
C153;Yuri Cardoso;2;2024-10-31;Corte de Cabelo;;70;0
C167;Marcos Vinicius Ferreira;64;2024-10-31;Combo 1;Balm;110;49
C101;Rodrigo Ferreira;73;2024-10-31;Combo 1;Balm;110;49
C058;Dr. Danilo Aragão;39;2024-10-31;Sobrancelha;;35;0
C020;Sr. Calebe Peixoto;73;2024-10-31;Combo 1;;110;0
C028;Davi Lucas da Costa;2;2024-11-01;Corte de Cabelo;Pomada de cabelo;70;89
C100;Marcos Vinicius Novaes;33;2024-11-01;Corte de Cabelo;Balm;70;49
C226;Pedro Henrique Jesus;54;2024-11-01;Depilação de nariz;;35;0
C212;Breno da Costa;71;2024-11-01;Barba Modelada;;55;0
C223;Samuel Souza;57;2024-11-01;Barba Modelada;;55;0
C037;André da Paz;13;2024-11-01;Combo 1;;110;0
C033;Marcelo Ribeiro;21;2024-11-01;Combo 2;;100;0
C175;Diogo Almeida;35;2024-11-01;Depilação de orelha;;35;0
C157;Erick da Cruz;4;2024-11-01;Corte de Cabelo;;70;0
C021;Breno Nogueira;27;2024-11-01;Depilação de nariz;;35;0
C018;Benício das Neves;79;2024-11-01;Combo 1;;110;0
C086;Sr. Davi Lucas Vieira;42;2024-11-01;Acabamento;;28;0
C187;Ian Moraes;59;2024-11-01;Barba Modelada;Balm;55;49
C117;Henrique Barros;22;2024-11-02;Corte de Cabelo;;70;0
C075;Thiago da Rosa;33;2024-11-02;Acabamento;Balm;28;49
C166;Sr. João Vitor Vieira;12;2024-11-02;Corte de Cabelo;;70;0
C004;Sr. Davi Luiz Gomes;33;2024-11-02;Depilação de orelha;;35;0
C165;Vitor Novaes;12;2024-11-02;Combo 1;;110;0
C180;Bryan Azevedo;71;2024-11-02;Combo 1;;110;0
C142;Enzo da Mota;66;2024-11-02;Combo 1;Pomada de cabelo;110;89
C247;Dr. Danilo Caldeira;72;2024-11-02;Limpeza de pele;;45;0
C178;Benício da Mata;56;2024-11-02;Corte a Maquina;;55;0
C171;Erick Ferreira;18;2024-11-02;Barba Modelada;;55;0
C118;Ryan Cavalcanti;56;2024-11-02;Corte de Cabelo;Pomada de cabelo;70;89
C108;Dr. Luiz Fernando Porto;48;2024-11-02;Barba Modelada;Balm;55;49
C027;Dr. Kaique Farias;37;2024-11-02;Barba Modelada;;55;0
C008;Dr. Calebe Caldeira;71;2024-11-02;Combo 1;;110;0
C205;Luiz Felipe Almeida;44;2024-11-03;Depilação de nariz;;35;0
C024;Breno das Neves;30;2024-11-03;Limpeza de pele;Shampoo de barba;45;49
C069;Pedro Henrique Pires;28;2024-11-03;Acabamento;;28;0
C082;Yuri Teixeira;43;2024-11-03;Combo 1;;110;0
C117;Henrique Barros;22;2024-11-03;Corte de Cabelo;;70;0
C153;Yuri Cardoso;2;2024-11-03;Corte a Maquina;;55;0
C060;Marcos Vinicius Lopes;31;2024-11-03;Acabamento;;28;0
C013;Ryan Porto;5;2024-11-03;Corte a Maquina;;55;0
C185;Dr. Marcelo Silva;58;2024-11-03;Limpeza de pele;;45;0
C206;Sr. Bryan Rezende;11;2024-11-04;Corte de Cabelo;;70;0
C248;Bernardo Rocha;14;2024-11-04;Corte a Maquina;Balm;55;49
C144;Enrico Moura;40;2024-11-04;Combo 1;;110;0
C052;Pedro Miguel Sales;48;2024-11-04;Corte de Cabelo;Balm;70;49
C087;Augusto Nunes;53;2024-11-04;Depilação de orelha;;35;0
C023;Luiz Gustavo Moreira;55;2024-11-04;Barba Modelada;;55;0
C091;Marcos Vinicius Castro;74;2024-11-04;Combo 2;Pomada de cabelo;100;89
C177;Thiago Melo;79;2024-11-04;Corte de Cabelo;;70;0
C207;Pietro Caldeira;67;2024-11-04;Corte de Cabelo;Shampoo de barba;70;49
C062;Lorenzo da Paz;50;2024-11-04;Corte de Cabelo;;70;0
C196;Gabriel Peixoto;31;2024-11-04;Barba Modelada;Shampoo de barba;55;49
C114;João Gabriel da Mota;8;2024-11-04;Combo 1;Pomada de cabelo;110;89
C116;Lucca Moraes;21;2024-11-05;Combo 2;;100;0
C024;Breno das Neves;30;2024-11-05;Combo 1;Pomada de cabelo;110;89
C032;Gabriel Teixeira;37;2024-11-05;Combo 1;;110;0
C157;Erick da Cruz;4;2024-11-05;Combo 1;;110;0
C079;João Guilherme Dias;36;2024-11-05;Barba Modelada;;55;0
C159;João Ribeiro;48;2024-11-05;Corte a Maquina;;55;0
C249;Bryan da Mata;8;2024-11-05;Combo 1;Pomada de cabelo;110;89
C150;Pedro Henrique Pereira;22;2024-11-05;Barba Modelada;Balm;55;49
C121;Eduardo Nascimento;51;2024-11-05;Acabamento;;28;0
C131;Enzo Gabriel Porto;36;2024-11-06;Depilação de orelha;;35;0
C116;Lucca Moraes;21;2024-11-06;Corte de Cabelo;;70;0
C056;Marcos Vinicius Lima;7;2024-11-06;Corte de Cabelo;;70;0
C126;Davi da Cunha;34;2024-11-06;Corte de Cabelo;;70;0
C079;João Guilherme Dias;36;2024-11-06;Corte a Maquina;Shampoo de barba;55;49
C002;Raul da Rocha;5;2024-11-06;Corte de Cabelo;;70;0
C191;Enrico Peixoto;10;2024-11-06;Combo 1;;110;0
C104;Lucas Gabriel Gomes;76;2024-11-06;Corte a Maquina;;55;0
C117;Henrique Barros;22;2024-11-07;Corte de Cabelo;;70;0
C091;Marcos Vinicius Castro;74;2024-11-07;Corte de Cabelo;Pomada de cabelo;70;89
C076;Marcelo Mendes;22;2024-11-07;Corte a Maquina;;55;0
C136;Dr. Levi Cunha;22;2024-11-07;Corte de Cabelo;;70;0
C111;Antônio Alves;67;2024-11-07;Combo 1;Pomada de cabelo;110;89
C151;Cauê Oliveira;71;2024-11-07;Combo 1;;110;0
C181;Dr. Enzo Gabriel Pinto;27;2024-11-07;Combo 1;Shampoo de barba;110;49
C112;Dr. Erick Ferreira;65;2024-11-07;Corte de Cabelo;;70;0
C242;Davi Novaes;37;2024-11-07;Depilação de orelha;Pomada de cabelo;35;89
C005;Dr. Enrico Ribeiro;30;2024-11-07;Combo 1;;110;0
C074;Lucas Gabriel Azevedo;70;2024-11-08;Corte de Cabelo;;70;0
C207;Pietro Caldeira;67;2024-11-08;Barba Modelada;;55;0
C231;Francisco Vieira;53;2024-11-08;Corte de Cabelo;;70;0
C087;Augusto Nunes;53;2024-11-08;Barba Modelada;;55;0
C143;Miguel da Cunha;15;2024-11-08;Corte de Cabelo;;70;0
C092;Marcos Vinicius Nogueira;42;2024-11-08;Limpeza de pele;;45;0
C009;Matheus da Cunha;13;2024-11-08;Corte de Cabelo;;70;0
C216;Thales Almeida;62;2024-11-08;Sobrancelha;Balm;35;49
C092;Marcos Vinicius Nogueira;42;2024-11-08;Barba Modelada;;55;0
C149;Enzo Gabriel Rocha;49;2024-11-09;Barba Modelada;;55;0
C172;Dr. Luiz Henrique Azevedo;62;2024-11-09;Corte de Cabelo;Balm;70;49
C086;Sr. Davi Lucas Vieira;42;2024-11-09;Combo 2;;100;0
C191;Enrico Peixoto;10;2024-11-09;Corte a Maquina;;55;0
C050;Pedro Henrique Fogaça;72;2024-11-09;Corte de Cabelo;;70;0
C250;Pedro Lucas Martins;71;2024-11-09;Combo 1;Pomada de cabelo;110;89
C021;Breno Nogueira;27;2024-11-09;Combo 1;Pomada de cabelo;110;89
C161;Luiz Miguel Sales;32;2024-11-09;Combo 1;Balm;110;49
C102;Kevin Moraes;70;2024-11-09;Barba Modelada;;55;0
C016;Levi Pereira;31;2024-11-09;Hidratação;;70;0
C127;Luiz Otávio da Rocha;72;2024-11-10;Corte a Maquina;Pomada de cabelo;55;89
C047;Diogo Lima;17;2024-11-10;Combo 1;;110;0
C006;Dr. Davi Peixoto;19;2024-11-10;Combo 2;;100;0
C241;Bruno Souza;25;2024-11-10;Corte de Cabelo;;70;0
C200;Murilo Almeida;11;2024-11-10;Corte a Maquina;;55;0
C039;Paulo Cardoso;14;2024-11-10;Corte de Cabelo;;70;0
C175;Diogo Almeida;35;2024-11-10;Sobrancelha;;35;0
C057;Sr. Juan Cavalcanti;31;2024-11-10;Barba Modelada;Balm;55;49
C040;Vinicius Nunes;47;2024-11-10;Combo 2;;100;0
C024;Breno das Neves;30;2024-11-10;Depilação de nariz;;35;0
C087;Augusto Nunes;53;2024-11-10;Combo 1;;110;0
